,percentage_population_age_range_0_19,percentage_population_age_range_20_39,percentage_population_age_range_40_59,percentage_population_age_range_60_more,percentage_urban_population,average_residents_per_households,percentage_population_in_households_more_2_residents_per_bedroom,percentage_male_population,percentage_black_and_brown_population,life_expectancy_at_birth,gini,activity_rate,percentage_self_employed_workers,unemployment_rate,percentage_informal_workers,percentage_workers_agriculture,percentage_workers_commerce,percentage_workers_services,percentage_workers_industry,expected_years_of_schooling_at_age_18,log_density_median_effectively_domiciled_area,sqrt_percentage_indigenous_population,log_per_capita_income,log_per_capita_cash_transfer_program,sqrt_percentage_estimated_households_in_informal_settlements,sqrt_percentage_population_in_informal_settlements,sqrt_demographic_density_in_informal_settlements,sqrt_percentage_population_in_households_without_bathroom,sqrt_percentage_hospitalizations_diseases_inadequate_sanitation,sqrt_percentage_poor_population_spending_more_1_hour_to_work,sqrt_illiteracy_rate
3923,0.30261121025937787,0.23342988017113853,0.7367750834169727,0.4906760727959628,0.7218489845801616,0.0896358543417366,0.12853733378793047,0.10829429594929718,0.4650092233132211,0.7766116941529235,0.26923076923076916,0.5286563936198974,0.2997875730217737,0.10040543763415215,0.37752495936846986,0.4185280978133082,0.2439296678760815,0.28366556718772407,0.23037935800952233,0.8150765606595994,0.5782016742495237,0.0,0.5526173174171345,0.47095200736072257,0.0,0.0,0.0,0.0,0.09823533448252031,0.07407971974871923,0.42407666667776944
3924,0.2937440621953614,0.23605349771024786,0.7416818528696004,0.4976598436770099,0.9362490909087063,0.10084033613445376,0.1649051028525969,0.08928079360705432,0.31550773291637646,0.7458770614692654,0.26923076923076916,0.545823195458232,0.18706850770047792,0.21368948247078465,0.2677037381007662,0.21596520103456382,0.36589450181412225,0.31535924279363253,0.350176624174474,0.7078916372202589,0.6514492782592003,0.033070621668315786,0.5920118913391792,0.6205819181010729,0.0,0.0,0.0,0.017701194561167553,0.17115838320688684,0.250609014300724,0.36931763626956304
3925,0.34871657055127636,0.2743064213414873,0.6705317856538139,0.42375085199523377,0.778793892997027,0.10084033613445376,0.12399136265484717,0.13281895839074132,0.3538418556582162,0.6986506746626695,0.3076923076923076,0.6603135982698027,0.2842538502389803,0.11733842117815406,0.38948223821685624,0.4426287326592993,0.23360312587217413,0.40183565179979924,0.1391491322377515,0.6124852767962307,0.5703250408830653,0.0,0.6207177420545902,0.6474657368992646,0.0,0.0,0.0,0.0,0.150820605604676,0.2793721183078313,0.34034610034088963
3926,0.34946992639027463,0.20648419697080878,0.6895187952816607,0.48261683501596586,0.8437704790834966,0.13165266106442564,0.3335606318899875,0.12317442821713964,0.37295316302158765,0.7496251874062967,0.5192307692307693,0.4092998107596648,0.2870419543281997,0.2222752206057715,0.3627815184583236,0.1972725135198683,0.36505721462461627,0.5917108848415314,0.07310704960835508,0.6607773851590105,0.5078845518681647,0.04538778806422619,0.5834733833152446,0.6268888654266636,0.0,0.0,0.0,0.06503834176888997,0.10664627296572822,0.33221356633728344,0.272425049529033
3927,0.30966311557287296,0.22184970640586554,0.7388950545627272,0.4911928405315935,0.05392142060174622,0.0672268907563024,0.19672690078418006,0.19371727748691092,0.21790391243113255,0.688905547226387,0.40384615384615374,0.6098945660989457,0.43281996813595325,0.15120438826615787,0.6112143022985836,0.7708676228544555,0.14680435389338542,0.12906926717338307,0.05421594225157426,0.7820965842167255,0.43746507557979597,0.03840717575296799,0.460988042271689,0.629861281356461,0.0,0.0,0.0,0.16978389375349515,0.09646518346831176,0.19443476553533448,0.30151833193771416
3928,0.32551969989807694,0.3252897946318142,0.6888927231873446,0.3906379988869264,0.9411302561005156,0.1120448179271708,0.15604045914308448,0.07440066133921186,0.37210885814012146,0.7803598200899549,0.32692307692307687,0.651257096512571,0.272437599575146,0.09038874314333413,0.25110285581611336,0.07618151892781565,0.4331565727044377,0.3761652086619819,0.49270465366303173,0.7632508833922261,0.6668488927887746,0.026155792593219082,0.6950077734440838,0.49735664966823356,0.05556603323675646,0.0,0.0,0.017701194561167553,0.14138479593089376,0.158113883008419,0.21837010222469935
3929,0.32676175774071303,0.33849876786340405,0.7148990271238699,0.3565681179921051,0.9769634021513218,0.11764705882352933,0.15240368223661782,0.08762744557729407,0.3107391814241004,0.7286356821589202,0.34615384615384615,0.6340902946742364,0.22198619224641525,0.11543047937037919,0.17018806593916877,0.06125088173054313,0.4390175830309796,0.37100243797504656,0.45753340500691136,0.7420494699646644,0.7043844553063434,0.02394781364201659,0.7148136636182576,0.42356244089003003,0.0,0.0,0.0,0.012516634709308453,0.09910855462850539,0.049386479832479485,0.18739984739137314
3930,0.3937962981470542,0.33874737314432823,0.6519273090999657,0.30001266500566237,0.8354360082728471,0.1428571428571428,0.23423116263211732,0.12537889225681997,0.38456413043203,0.6814092953523243,0.5576923076923076,0.5009462016761288,0.23539564524694634,0.19771046983067014,0.31251451126073837,0.29296966846931577,0.41417806307563493,0.38505664706725945,0.15573644601443712,0.6996466431095404,0.6565252328155471,0.02904106349217615,0.6421605269821145,0.5968749002687849,0.0,0.0,0.0,0.04683295871762322,0.05569419964285643,0.24816398984070703,0.2802790333903977
3931,0.29299476260056234,0.2043663061451001,0.7416706934726452,0.5329435200542395,0.34734016437460974,0.0980392156862745,0.1387657688373679,0.08790300358225389,0.42745460785768424,0.7016491754122933,0.423076923076923,0.4951338199513383,0.3558151885289431,0.15406630097782018,0.6621778500116091,0.6438984246414294,0.1465252581635501,0.2829485157034275,0.042696974351098135,0.5253239104829212,0.5516654601948803,0.024228767514508292,0.485478141764899,0.7440347316319261,0.0,0.0,0.0,0.09197810500382196,0.29147222373973647,0.17634500553066357,0.49789736348182034
3932,0.3188100903854253,0.28360564788290044,0.735043871583582,0.41365865625269926,0.7710417501698988,0.10084033613445376,0.136151835435845,0.12400110223201977,0.3677389469176172,0.5082458770614693,0.23076923076923073,0.6297648012976481,0.287838555496548,0.13069401383257812,0.3385186905038309,0.31577709851869273,0.2514652525816355,0.20048759500932167,0.5269543848871141,0.75736160188457,0.5597133569149442,0.03274201736290998,0.5802557093890113,0.5295420111063338,0.0,0.0,0.0,0.02503326941861246,0.24276538798459024,0.13297716657106323,0.31543154527051775
