,0,1,2,3,4
0,0.8772868902337166,0.07242153200751779,0.0293328389020849,0.017797301201176157,0.0031614376555047256
1,0.045378565264058736,0.7672732917634041,0.004982610044461709,0.18212647782870886,0.0002390550993662974
2,0.279083917490549,0.10927485825688651,0.6023329997382347,0.008654933826931974,0.0006532906873981204
3,0.014844069534307412,0.8651504792735549,0.005976125012410135,0.11396665224879231,6.267393093467921e-05
4,0.055341623113549274,0.8650946297750401,0.03968924463218076,0.03975729703214451,0.00011720544708537809
5,0.01893559218480878,0.8886070307100279,0.07012457966661106,0.022300930523881518,3.1866914670798225e-05
6,0.38505414260712156,0.07761342694477726,0.5279633174224386,0.008352263699462764,0.001016849326199564
7,0.9783150153387585,0.0026262817726752006,0.0016837812388524856,0.007032604681420659,0.010342316968293089
8,0.15370659104276949,0.7517874742098444,0.048156901091961815,0.046002224398210834,0.0003468092572130913
9,0.5443191204121385,0.01074086434697103,8.836800448039355e-05,0.4154632390082193,0.02938840822819076
10,0.046609327454029265,0.8768618064081982,0.023550027376006907,0.05286286020089708,0.0001159785608685595
11,0.007026381464934047,0.7542452024230416,0.00219030744327411,0.2364870767820672,5.1031886682702426e-05
12,0.9679545262036261,0.006465431154286725,0.014481630201691907,0.005293929386383567,0.00580448305401122
13,0.7354657278951979,0.021305707090074424,0.23404772543859834,0.006250922127510614,0.0029299174486186372
14,0.032283095210409264,0.8968877024791089,0.03084393092154733,0.03991487690514397,7.039448379063389e-05
15,0.014635988663456282,0.8306848849385123,0.004384671219034574,0.1502208407641276,7.361441486889238e-05
16,0.001124457746269988,0.022590183061619494,9.92787029355828e-06,0.9761580326457754,0.0001173986760416077
17,0.14543024577392807,0.535411465238573,0.3008842023825012,0.018034000590685037,0.00024008601431274744
18,0.9111851682847096,0.02077521090005606,0.05711032234799135,0.00718511176060501,0.003744186706637836
19,0.014317510138860037,0.8635389997556394,0.005780046758136923,0.11630205377622005,6.138957114389703e-05
20,0.1814983115794677,0.18560980792908463,0.6228984463176441,0.009634293538473252,0.0003591406353299007
21,0.0028451256113256416,0.7184410748633275,0.0015126028752809096,0.2771760527216089,2.5143928457345362e-05
22,0.8512135293192155,0.06777630171487684,0.0652006400671997,0.013085809220346667,0.002723719678361011
23,0.9813037263913015,0.0014092521236436647,0.0038804582867246907,0.003558794100101727,0.009847769098228144
24,0.5382532039960558,0.22607573360494293,0.21672314764267683,0.01775060535945653,0.0011973093968677877
25,0.9493636939063655,0.0019813450832678044,0.03792330592692637,0.002986568288951316,0.007745086794489322
26,0.8044565347499463,0.03016604105271859,0.1550145798464051,0.007457026625357714,0.002905817725571856
